utr_id,utr_rating,playerId,playerFamilyName,playerGivenName,playerNationalityCode,playerNationality,profileLink,hiddenPlayer,birthYear,rankMovement,rank,rankEqualFlag,tournamentsPlayed,points,profileImage,tournamentsPlayedSingles,tournamentsPlayedDoubles,pointsRankingSingles,pointsRankingDoubles,pointsRankingTotal,age,player_name
276530,3X6,800452619,Chen,Derrick,GBR,Great Britain,/en/players/derrick-chen/800452619/gbr/,False,2003,8,209,,36,243.0,/remote.axd/media.itftennis.com/asset-bank/servlet/display?file=22137999e12208668837ff08.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132156362210000000,,,,,,17,Derrick Chen
102410,3X6,800538003,Cassone,Murphy,USA,USA,/en/players/murphy-cassone/800538003/usa/,False,2002,-7,210,,26,242.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Murphy Cassone
274905,3k7,800447285,Samofalov,German,UKR,Ukraine,/en/players/german-samofalov/800447285/ukr/,False,2003,-7,211,,26,242.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,German Samofalov
281037,3k7,800472441,Debru ,Mathis,FRA,France,/en/players/mathis-debru-/800472441/fra/,False,2002,-7,212,,26,241.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Mathis Debru 
1609752,3k7,800476476,Benchakroun ,Mehdi,MAR,Morocco,/en/players/mehdi-benchakroun-/800476476/mar/,False,2003,-7,213,,24,240.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Mehdi Benchakroun 
1298925,12.47,800452743,Rocha,Henrique,POR,Portugal,/en/players/henrique-rocha/800452743/por/,False,2004,-7,214,,16,239.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Henrique Rocha
274821,12.75,800430090,Raynel ,Amaury,FRA,France,/en/players/amaury-raynel-/800430090/fra/,False,2002,-5,215,,37,238.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Amaury Raynel 
360342,11.66,800524013,Cortes Campos,Nicolas,COL,Colombia,/en/players/nicolas-cortes-campos/800524013/col/,False,2002,-2,216,,35,238.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Nicolas Cortes Campos
232076,11.99,800462150,Abderrahman,Wissam,TUN,Tunisia,/en/players/wissam-abderrahman/800462150/tun/,False,2003,-2,217,,36,236.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Wissam Abderrahman
256448,3k7,800402650,Poulsen,Oskar Brostrom,DEN,Denmark,/en/players/oskar-brostrom-poulsen/800402650/den/,False,2002,-2,218,,32,234.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Oskar Brostrom Poulsen
275086,3X6,800449298,Raquin ,Leo,FRA,France,/en/players/leo-raquin-/800449298/fra/,False,2003,-7,219,,26,233.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Leo Raquin 
668518,11.82,800485704,Privara ,Peter Benjamin,SVK,Slovakia,/en/players/peter-benjamin-privara-/800485704/svk/,False,2004,-2,220,,30,230.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Peter Benjamin Privara 
273577,12.10,800516605,Mareschal-Hay,Maxime,CAN,Canada,/en/players/maxime-mareschal-hay/800516605/can/,False,2002,-2,221,,27,230.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Maxime Mareschal-Hay
1609437,12.31,800457247,Szajrych,Jasza,POL,Poland,/en/players/jasza-szajrych/800457247/pol/,False,2002,-2,222,,33,229.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Jasza Szajrych
1609456,11.91,800545085,Nidunjianzan,Fnu,CHN,"China, P.R.",/en/players/fnu-nidunjianzan/800545085/chn/,False,2004,-2,223,,29,228.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Fnu Nidunjianzan
274901,12.12,800557882,Basavareddy,Nishesh,USA,USA,/en/players/nishesh-basavareddy/800557882/usa/,False,2005,148,224,,12,225.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,15,Nishesh Basavareddy
1971134,12.05,800470194,Bossem,Sam,GBR,Great Britain,/en/players/sam-bossem/800470194/gbr/,False,2002,-3,225,,32,223.25,/remote.axd/media.itftennis.com/asset-bank/servlet/display?file=22137999e12209589434fd08.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132132047130000000,,,,,,18,Sam Bossem
980317,12.19,800478316,Donald,Matthew William,CZE,Czech Republic,/en/players/matthew-william-donald/800478316/cze/,False,2004,-1,226,,26,220.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Matthew William Donald
657674,12.19,800547745,Silva,Marcio Eduardo,BRA,Brazil,/en/players/marcio-eduardo-silva/800547745/bra/,False,2002,-1,227,,22,220.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Marcio Eduardo Silva
1951719,11.81,800571031,Kim,Aidan,USA,USA,/en/players/aidan-kim/800571031/usa/,False,2004,32,228,,26,219.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Aidan Kim
263676,11.76,800571603,Perez Pena,Miguel,ESP,Spain,/en/players/miguel-perez-pena/800571603/esp/,False,2003,18,229,,19,217.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Miguel Perez Pena
286524,11.72,800460110,Tabacco,Giorgio,ITA,Italy,/en/players/giorgio-tabacco/800460110/ita/,False,2003,-3,230,,26,216.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Giorgio Tabacco
2086330,12.24,800499303,Monnou,Sylvestre,BEN,Benin,/en/players/sylvestre-monnou/800499303/ben/,False,2002,-3,231,,26,216.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Sylvestre Monnou
1943636,12.65,800514263,Aguiard,Enzo,AUS,Australia,/en/players/enzo-aguiard/800514263/aus/,False,2002,-2,232,,21,215.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Enzo Aguiard
1894260,12.87,800399810,Bar Biryukov,Petr,RUS,Russia,/en/players/petr-bar-biryukov/800399810/rus/,False,2002,-2,233,,36,215.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Petr Bar Biryukov
122544,12.26,800417396,Lebedev,Ilya,RUS,Russia,/en/players/ilya-lebedev/800417396/rus/,False,2003,-2,234,,38,215.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Ilya Lebedev
232107,11.91,800532353,Shepp,Anton,NZL,New Zealand,/en/players/anton-shepp/800532353/nzl/,False,2002,43,235,,12,212.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Anton Shepp
1906114,11.95,800399199,Alam,Peter,GBR,Great Britain,/en/players/peter-alam/800399199/gbr/,False,2002,-3,236,,40,212.0,/remote.axd/media.itftennis.com/asset-bank/servlet/display?file=22137999e1220958987efd08.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132132047070000000,,,,,,18,Peter Alam
1030985,12.23,800516606,Paquette,Samuel,CAN,Canada,/en/players/samuel-paquette/800516606/can/,False,2002,-3,237,,33,212.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Samuel Paquette
1609454,12.33,800461083,Takeda,Hikaru,JPN,Japan,/en/players/hikaru-takeda/800461083/jpn/,False,2002,-14,238,,24,210.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Hikaru Takeda
231642,12.12,800443555,Nolan,William,GBR,Great Britain,/en/players/william-nolan/800443555/gbr/,False,2003,16,239,,41,210.0,/remote.axd/media.itftennis.com/asset-bank/servlet/display?file=22137999e12209588c36fd08.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132132047260000000,,,,,,17,William Nolan
1886655,12.85,800516697,Gogoi,Udit,IND,India,/en/players/udit-gogoi/800516697/ind/,False,2004,-5,240,,31,209.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Udit Gogoi
278361,3X6,800538216,Visaya,Azuma,USA,USA,/en/players/azuma-visaya/800538216/usa/,False,2003,9,241,,22,209.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Azuma Visaya
277384,12.25,800532643,Guillen Meza,Alvaro,ECU,Ecuador,/en/players/alvaro-guillen-meza/800532643/ecu/,False,2003,3,242,,25,209.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Alvaro Guillen Meza
1740794,11.85,800485851,Van Schalkwyk,Codie Schalk,NAM,Namibia,/en/players/codie-schalk-van-schalkwyk/800485851/nam/,False,2002,-14,243,,28,208.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Codie Schalk Van Schalkwyk
801215,12.29,800428948,Komagata,Reiya,JPN,Japan,/en/players/reiya-komagata/800428948/jpn/,False,2003,25,244,,40,208.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Reiya Komagata
930359,12.28,800452831,Zuckerman,Niv,ISR,Israel,/en/players/niv-zuckerman/800452831/isr/,False,2002,-9,245,,39,207.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Niv Zuckerman
103019,14.22,800446487,Tiraspolsky,Ilya,CAN,Canada,/en/players/ilya-tiraspolsky/800446487/can/,False,2002,-9,246,,31,205.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Ilya Tiraspolsky
280972,12.11,800513443,Sach,Tai,AUS,Australia,/en/players/tai-sach/800513443/aus/,False,2002,-4,247,,36,204.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Tai Sach
361836,11.97,800435571,Van Sambeek,Fons,NED,Netherlands,/en/players/fons-van-sambeek/800435571/ned/,False,2002,13,248,,30,204.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Fons Van Sambeek
853663,12.16,800564202,Sinha,Adit,USA,USA,/en/players/adit-sinha/800564202/usa/,False,2003,-11,249,,30,203.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Adit Sinha
271138,11.72,800501289,Bosancic,Matthew,AUS,Australia,/en/players/matthew-bosancic/800501289/aus/,False,2002,40,250,,44,201.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Matthew Bosancic
85360,11.74,800510644,LIN,NAN HSUN,TPE,Chinese Taipei,/en/players/nan-hsun-lin/800510644/tpe/,False,2003,-10,251,,32,201.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,NAN HSUN LIN
278057,12.50,800519846,Gama,Richard,BRA,Brazil,/en/players/richard-gama/800519846/bra/,False,2003,-10,252,,25,200.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Richard Gama
275646,12.28,800416606,Vasiliauskas,Matas,LTU,Lithuania,/en/players/matas-vasiliauskas/800416606/ltu/,False,2002,-9,253,,37,199.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Matas Vasiliauskas
1865449,12.20,800424567,Marouani,Elyes,TUN,Tunisia,/en/players/elyes-marouani/800424567/tun/,False,2002,-8,254,,31,199.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Elyes Marouani
1313638,11.84,800499339,Heck,Hunter,USA,USA,/en/players/hunter-heck/800499339/usa/,False,2002,-7,255,,22,197.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Hunter Heck
276895,11.48,800441596,Van Assendelft,Jip,NED,Netherlands,/en/players/jip-van-assendelft/800441596/ned/,False,2002,-7,256,,38,197.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Jip Van Assendelft
402269,11.50,800533612,Iturbe,Matias,ARG,Argentina,/en/players/matias-iturbe/800533612/arg/,False,2002,-6,257,,24,197.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Matias Iturbe
1609692,11.70,800442157,Abboud,Sebastian,SWE,Sweden,/en/players/sebastian-abboud/800442157/swe/,False,2002,4,258,,28,197.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Sebastian Abboud
274819,13.05,800425072,Shokeir,Aly,EGY,Egypt,/en/players/aly-shokeir/800425072/egy/,False,2002,-20,259,,29,197.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Aly Shokeir
991215,11.45,800464106,Kam,Alan,MEX,Mexico,/en/players/alan-kam/800464106/mex/,False,2002,-8,260,,22,197.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Alan Kam
296138,12.14,800527141,Teshima,Kaiyo,JPN,Japan,/en/players/kaiyo-teshima/800527141/jpn/,False,2002,-8,261,,26,196.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Kaiyo Teshima
278199,12.32,800505692,Svajda,Zachary,USA,USA,/en/players/zachary-svajda/800505692/usa/,False,2002,-8,262,,5,196.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Zachary Svajda
387587,11.93,800492248,Wen,Guanglin,CHN,"China, P.R.",/en/players/guanglin-wen/800492248/chn/,False,2003,-7,263,,32,195.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Guanglin Wen
657668,12.30,800461395,Roothman,Carl,RSA,South Africa,/en/players/carl-roothman/800461395/rsa/,False,2003,-7,264,,28,194.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Carl Roothman
1864795,12.31,800552165,Marquiselli,Victorio,ARG,Argentina,/en/players/victorio-marquiselli/800552165/arg/,False,2002,-7,265,,20,194.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Victorio Marquiselli
1022098,12.25,800417616,Ozernoy,Danil,KAZ,Kazakhstan,/en/players/danil-ozernoy/800417616/kaz/,False,2002,-7,266,,42,193.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Danil Ozernoy
380460,11.94,800488049,Suarez,Billy,USA,USA,/en/players/billy-suarez/800488049/usa/,False,2002,40,267,,39,192.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Billy Suarez
273456,12.60,800432898,Gannon,Conor,IRL,Ireland,/en/players/conor-gannon/800432898/irl/,False,2002,-5,268,,31,189.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Conor Gannon
1906514,12.18,800454366,Gomes,Miguel,POR,Portugal,/en/players/miguel-gomes/800454366/por/,False,2003,-5,269,,20,188.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Miguel Gomes
1155141,11.91,800490661,Kozlowski,Kamil,AUS,Australia,/en/players/kamil-kozlowski/800490661/aus/,False,2002,-5,270,,19,188.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Kamil Kozlowski
261231,12.02,800446387,Tudorica,Alvin Nicholas,CAN,Canada,/en/players/alvin-nicholas-tudorica/800446387/can/,False,2002,-5,271,,34,188.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Alvin Nicholas Tudorica
279334,12.44,800549179,Sanchez Elizondo,Edson Alejandro,MEX,Mexico,/en/players/edson-alejandro-sanchez-elizondo/800549179/mex/,False,2003,1,272,,26,187.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Edson Alejandro Sanchez Elizondo
1948136,12.28,800468598,Al Tori,Samer,ISR,Israel,/en/players/samer-al-tori/800468598/isr/,False,2003,-6,273,,34,186.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Samer Al Tori
2084297,12.31,800512750,Nirundorn,Tanapatt,THA,Thailand,/en/players/tanapatt-nirundorn/800512750/tha/,False,2004,59,274,,32,184.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Tanapatt Nirundorn
1250716,11.68,800534524,Bhatia,Aryaan,IND,India,/en/players/aryaan-bhatia/800534524/ind/,False,2002,-7,275,,26,184.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Aryaan Bhatia
410716,11.73,800421691,Basing,Max,GBR,Great Britain,/en/players/max-basing/800421691/gbr/,False,2002,-5,276,,33,184.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Max Basing
274767,12.17,800515359,Koizumi,Noritaka,JPN,Japan,/en/players/noritaka-koizumi/800515359/jpn/,False,2003,36,277,,28,183.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Noritaka Koizumi
7850,3X6,800466266,Liu,Shaoyun,CHN,"China, P.R.",/en/players/shaoyun-liu/800466266/chn/,False,2002,-8,278,,20,182.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Shaoyun Liu
275199,12.04,800441548,Teodorovic,Petar,SRB,Serbia,/en/players/petar-teodorovic/800441548/srb/,False,2003,51,279,,27,180.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Petar Teodorovic
1821206,12.10,800551748,De Pellegrin,Valentino,ARG,Argentina,/en/players/valentino-de-pellegrin/800551748/arg/,False,2002,-8,280,,31,179.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Valentino De Pellegrin
1860270,12.40,800515855,Dabas,Nishant,IND,India,/en/players/nishant-dabas/800515855/ind/,False,2003,-7,281,,21,178.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Nishant Dabas
263689,12.29,800533406,Lamas Villarroel,Francisco,VEN,Venezuela,/en/players/francisco-lamas-villarroel/800533406/ven/,False,2003,-7,282,,18,177.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Francisco Lamas Villarroel
1720032,12.13,800513578,Duron Garza,Mario Alberto,MEX,Mexico,/en/players/mario-alberto-duron-garza/800513578/mex/,False,2002,-7,283,,26,177.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Mario Alberto Duron Garza
279556,12.32,800533634,Midon,Lautaro,ARG,Argentina,/en/players/lautaro-midon/800533634/arg/,False,2004,-7,284,,14,174.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Lautaro Midon
271136,11.84,800490217,Uenoyama,Taiyo,JPN,Japan,/en/players/taiyo-uenoyama/800490217/jpn/,False,2003,136,285,,36,172.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Taiyo Uenoyama
275678,11.94,800415017,Papoe,Radu Mihai,ROU,Romania,/en/players/radu-mihai-papoe/800415017/rou/,False,2002,-7,286,,11,170.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Radu Mihai Papoe
278966,12.15,800412870,Nordby,Felix,NOR,Norway,/en/players/felix-nordby/800412870/nor/,False,2002,-7,287,,29,170.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Felix Nordby
1943411,11.52,800507635,Laporte,Damien,SEY,Seychelles,/en/players/damien-laporte/800507635/sey/,False,2002,-7,288,,27,169.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Damien Laporte
1969506,11.47,800449625,Song ,Woodam,KOR,"Korea, Rep.",/en/players/woodam-song-/800449625/kor/,False,2003,-6,289,,27,167.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Woodam Song 
102167,12.28,800474044,Kukasian,Artur,RUS,Russia,/en/players/artur-kukasian/800474044/rus/,False,2004,-6,290,,21,167.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Artur Kukasian
261296,13.02,800510502,Luis,Tomas,POR,Portugal,/en/players/tomas-luis/800510502/por/,False,2002,-6,291,,26,167.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Tomas Luis
382168,11.62,800441451,Chauvin,Clement,FRA,France,/en/players/clement-chauvin/800441451/fra/,False,2002,-6,292,,15,166.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Clement Chauvin
1784533,11.63,800480603,Badenhorst,Devin,RSA,South Africa,/en/players/devin-badenhorst/800480603/rsa/,False,2004,-6,293,,23,166.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Devin Badenhorst
100255,12.59,800534979,Sootinun-Opart,Guntinun,THA,Thailand,/en/players/guntinun-sootinun-opart/800534979/tha/,False,2003,-6,294,,29,166.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Guntinun Sootinun-Opart
645456,12.26,800419004,Starostin,Maksim,RUS,Russia,/en/players/maksim-starostin/800419004/rus/,False,2002,-6,295,,23,165.75,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Maksim Starostin
1609083,12.19,800452472,Al Azmeh,Taym,GER,Germany,/en/players/taym-alazmeh/800452472/syr/,False,2004,-5,296,,34,164.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,16,Taym Al Azmeh
1609436,11.91,800433569,Musil,Mathias,GER,Germany,/en/players/mathias-musil/800433569/ger/,False,2002,-5,297,,42,164.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Mathias Musil
274906,12.75,800513564,Aguilera Guerrero,Emiliano,MEX,Mexico,/en/players/emiliano-aguilera-guerrero/800513564/mex/,False,2003,-5,298,,14,164.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Emiliano Aguilera Guerrero
1957980,12.72,800519087,Fumeaux Buenaventura,Juan Martin,URU,Uruguay,/en/players/juan-martin-fumeaux-buenaventura/800519087/uru/,False,2002,-5,299,,22,163.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Juan Martin Fumeaux Buenaventura
276893,11.86,800457469,Jovanovic,Petar,MNE,Montenegro,/en/players/petar-jovanovic/800457469/mne/,False,2003,-5,300,,24,163.25,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Petar Jovanovic
799077,11.16,800547510,Gaedechens,Matias,CHI,Chile,/en/players/matias-gaedechens/800547510/chi/,False,2002,-5,301,,42,163.0,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,18,Matias Gaedechens
301343,12.12,800503989,DJOUDER,Younes,FRA,France,/en/players/younes-djouder/800503989/fra/,False,2003,-5,302,,22,162.5,/media/1490/itf-uk-profile-placeholder-male.jpg?anchor=center&mode=crop&width=54&height=72&rnd=132174204480000000,,,,,,17,Younes DJOUDER
